Domain,Phylum,Class,Order,Family,Genus,Species,Pond06,pond07,pond09,pond10,pond13,pond14,pond16,pond17,pond18
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Phytopythium,Globisporangium spinosum,0.00138259,0.00882301,0,0.05171024,0.065293902,0,0.00736742,0,0.007104563
Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Daphnia galeata,0,0,0.134228188,0.000760445,0,0,0.002679062,0,0
Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Potamopyrgus,Phytophthora riparia,0.002765181,0.002941003,0.067114094,0.012167115,0.006370137,0,0.008706951,0,0.037162328
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Psectrotanypus,Agraylea multipunctata,0,0,0,0.133838269,0,0,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Sellaphora bisexualis,0,0,0,0,0.130587804,0,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Unionicola crassipes,0,0,0,0,0.122625133,0,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Saprolegnia hypogyna,0,0,0,0.008364892,0.111477394,0,0.002679062,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Paralemanea annulata,0,0.005882007,0,0.106462259,0.003185068,0,0,0,0.006558058
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Grevenius pushkini,0,0,0,0,0,0,0.121897312,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Stephanodiscus binatus,0,0,0,0,0.114662462,0,0.006027889,0,0
Eukaryota,Oomycota,Lagenidiales,Lagenidiales,Lagenidiaceae,Salilagenidium,Pythium adhaerens,0.015208495,0.002941003,0,0.055512464,0.020702945,0,0.020762729,0,0.003825534
Eukaryota,Chordata,Actinopteri,Cypriniformes,Tincidae,Tinca,Saprolegnia ferax,0,0,0,0.026615565,0.068478971,0,0.021432494,0,0.00109301
Eukaryota,Mollusca,Bivalvia,Unionida,Unionidae,Unio,Pinnularia grunowii,0,0,0,0,0.114662462,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Pinnularia neglectiformis,0.078807654,0,0,0,0.020702945,0,0,0.013730606,0
Eukaryota,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Saprolegnia parasitica,0,0,0,0.088211586,0,0,0.006697654,0.013730606,0.003279029
Eukaryota,Bryozoa,Phylactolaemata,Plumatellidae,Plumatellidae,Plumatella,Glyptotendipes pallens,0,0,0,0.019011118,0,0,0,0.048057119,0.044266891
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Phytophthora amnicola,0.004147771,0,0,0.068440024,0.006370137,0,0,0,0.032243785
Eukaryota,Chrysophyceae,Chrysophyceae,Apoikiaceae,Apoikiaceae,Apoikiospumella,Saprolegnia mixta,0,0,0,0.010646226,0.095552052,0,0.002009296,0,0.002186019
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Globisporangium iranense,0,0,0.086289549,0.015208894,0.003185068,0,0.000669765,0,0.004372039
Eukaryota,Discosea,Flabellinia,Vannellidae,Vannellidae,Vannella,Globisporangium macrosporum,0,0,0,0.003802224,0.09873712,0,0.006697654,0,0
Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,Limnephilus germanus,0,0.108817128,0,0,0,0,0,0,0
Eukaryota,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Globisporangium echinulatum,0.077425064,0,0,0.007604447,0.020702945,0,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Pythium capillosum,0,0,0.095877277,0.006844002,0,0,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Globisporangium,Stephanodiscus niagarae,0.005530362,0,0,0,0,0.082508251,0.004688358,0.006865303,0
Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Rhynchosporium,Cochliopodium marrii,0,0.091171108,0,0.002281334,0,0,0,0.003432651,0
Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,Chironomus balatonicus,0,0,0,0,0,0,0,0.096114239,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Pythium phragmitis,0,0,0,0,0,0,0,0,0.09509184
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Thalassiosira pseudonana,0.029034399,0,0.009587728,0,0.046183492,0,0,0,0.008197572
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Procladius ferrugineus,0,0,0,0,0,0,0.072334668,0.020595908,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Pythium lutarium,0.005530362,0,0,0.057033353,0,0,0.015404605,0.010297954,0.000546505
Eukaryota,Annelida,Clitellata,Tubificida,Naididae,Chaetogaster,Hyalinella punctata,0,0,0,0,0,0,0.087069508,0,0
Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Cyclops,Herpetocypris brevicaudata,0,0,0,0.085930252,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Globisporangium splendens,0.013825904,0.035292042,0,0.012167115,0.011147739,0,0.008037185,0,0.003825534
Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,Achlya hypogyna,0,0,0,0.004562668,0.003185068,0,0.061618421,0.013730606,0.000546505
Eukaryota,Discosea,Flabellinia,Vannellidae,Vannellidae,Ripella,Choricystis parasitica,0,0,0,0,0,0.082508251,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Elongisporangium,Gomphonema parvulum,0,0,0,0,0,0.082508251,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Globisporangium,Tanytarsus mendax,0,0,0,0,0,0.082508251,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Globisporangium,Sphaeromias fasciatus,0,0,0,0,0,0.082508251,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Mompha langiella,0,0,0,0,0,0.082508251,0,0,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Aphanomyces,Chaetogaster fluvii,0,0,0,0,0,0.082508251,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Asplanchna sieboldii,0,0.082348097,0,0,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Parachironomus,Globisporangium pleroticum,0,0,0,0.073763137,0.003185068,0,0.002009296,0,0.000546505
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Nais barbata,0,0,0,0,0,0,0,0.078950982,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Stephanodiscus neglectus,0,0,0,0,0.078034176,0,0,0,0
Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Phorodon,Lissotriton kosswigi,0,0,0,0,0,0,0,0,0.077057181
Eukaryota,Arthropoda,Insecta,Diptera,Psychodidae,Satchelliella,Unio tumidus,0,0,0,0.011406671,0,0,0.062957952,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Korotnevella stella,0,0,0,0.042584904,0,0,0,0,0.031150775
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Phytopythium,Saprolegnia subterranea,0,0,0,0.009885781,0.063701368,0,0,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Nais stolci,0,0,0,0.073002692,0,0,0,0,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Achlya,Brachionus fernandoi,0,0,0,0.070721358,0,0,0,0,0
Eukaryota,Arthropoda,Ostracoda,Podocopida,Cyprididae,Cypridopsis,Polypedilum nubeculosum,0,0,0,0,0,0,0,0,0.069952618
Eukaryota,Mollusca,Gastropoda,Physidae,Physidae,Physella,Globisporangium ultimum,0,0.014705017,0,0.012167115,0.022295479,0,0.008706951,0.006865303,0.004918543
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Saprolegnia,Microtendipes pedellus,0,0,0,0,0,0,0,0.068653028,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Elongisporangium,Brevilegnia gracilis,0.00138259,0,0.019175455,0.010646226,0.035035752,0,0,0,0.00109301
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Baikalospongia recta,0.004147771,0.035292042,0,0,0,0,0,0.027461211,0
Eukaryota,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Agraylea,Pythium rishiriense,0,0,0.009587728,0.014448449,0.001592534,0,0,0,0.038801843
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Saprolegnia,Peronospora variabilis,0,0,0,0.062356466,0,0,0,0,0
Eukaryota,Arthropoda,Ostracoda,Podocopida,Cyprididae,Herpetocypris,Saprolegnia lapponica,0,0,0,0.029657344,0,0,0.032148742,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Tinca tinca,0,0.061761073,0,0,0,0,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Globisporangium,Radiospongilla crateriformis,0.00138259,0.00882301,0,0,0,0,0,0.051489771,0
Eukaryota,Annelida,Clitellata,Tubificida,Naididae,Nais,Pythium contiguanum,0.013825904,0,0,0.027376009,0.01911041,0,0,0,0.00109301
Eukaryota,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,Pythium catenulatum,0,0,0,0.034980457,0,0,0,0,0.025139222
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Peronospora,Aphanomyces invadans,0,0.017646021,0,0.007604447,0.001592534,0,0.031478976,0,0.001639514
Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Acanthocyclops,Aphanomyces iridis,0,0,0,0.039543125,0,0,0,0.013730606,0.005465048
Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Potamopyrgus,Potamothrix bavaricus,0,0,0,0,0,0,0,0,0.056289997
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Microtendipes,Acroloxus lacustris,0,0,0,0.027376009,0,0,0,0,0.027325241
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Saprolegnia,x cambivora,0,0,0,0.036501346,0,0,0,0,0.017488155
Eukaryota,Discosea,Flabellinia,Dactylopodida,Paramoebidae,Korotnevella,Lubomirskia abietina,0,0.005882007,0,0,0,0,0,0.048057119,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Globisporangium barbulae,0,0.014705017,0,0.003041779,0,0,0.026790618,0.006865303,0.00109301
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Aphanomyces,Globisporangium schmitthenneri,0.015208495,0,0,0.007604447,0.007962671,0,0.019423198,0,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Brevilegnia,Psectrotanypus orientalis,0,0.026469031,0,0,0,0,0,0,0.023499708
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Pythium jasmonium,0,0,0,0.039543125,0,0,0,0.010297954,0
Eukaryota,Arthropoda,Insecta,Trichoptera,Leptoceridae,Mystacides,Musculium kashmirense,0,0,0,0.009125336,0.01911041,0,0,0,0.020767183
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Pisidium rotundatum,0,0,0,0.019771562,0.028665616,0,0,0,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Saprolegnia,Microtendipes brevitarsis,0,0,0,0.044105793,0,0,0,0.003432651,0.000546505
Eukaryota,Mollusca,Gastropoda,Acroloxidae,Acroloxidae,Acroloxus,Thrips minutissimus,0,0,0,0,0.027073081,0,0,0.020595908,0
Eukaryota,Mollusca,Gastropoda,Planorbidae,Planorbidae,Gyraulus,Saprolegnia diclina,0,0,0,0.043345348,0,0,0,0.003432651,0.000546505
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Saprolegnia,Pythium folliculosum,0.00138259,0,0,0.024334231,0,0,0.002679062,0,0.018581164
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Elongisporangium,Chrysochromulina parva,0,0,0,0,0.039813355,0,0,0.006865303,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Sellaphora blackfordensis,0,0,0,0,0,0,0,0,0.04645291
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Dictyuchus,Phytophthora syringae,0,0,0,0,0,0,0,0.044624468,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Elongisporangium,Limnocythere inopinata,0,0,0,0,0,0,0,0.044624468,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Globisporangium,Stephanodiscus agassizensis,0,0,0,0,0,0,0,0.044624468,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Aphanomyces,Pythium torulosum,0,0,0,0.014448449,0.003185068,0,0,0,0.024046212
Eukaryota,Mollusca,Bivalvia,Venerida,Sphaeriidae,Pisidium,Neuroterus quercusbaccarum,0,0,0,0,0.041405889,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Glyptotendipes,Planopodium desertum,0,0,0,0,0,0,0.040855692,0,0
Eukaryota,Mollusca,Gastropoda,Physidae,Physidae,Physella,Globisporangium cederbergense,0.00138259,0,0,0.019011118,0.012740274,0,0,0,0.007651068
Eukaryota,Annelida,Clitellata,Hirudinida,Piscicolidae,Piscicola,Asellus kosswigi,0,0,0,0,0.039813355,0,0,0,0.000546505
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Pythium acanthicum,0,0.002941003,0,0.01292756,0.022295479,0,0,0,0.001639514
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Pythium scleroteichum,0.004147771,0,0,0.02585512,0.003185068,0,0,0.003432651,0.002732524
Eukaryota,Annelida,Clitellata,Hirudinida,Piscicolidae,Piscicola,Sellaphora bacillum,0,0,0,0,0,0,0.038846396,0,0
Eukaryota,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Stylodrilus,Brevilegnia unisperma,0,0,0,0.03878268,0,0,0,0,0
Eukaryota,Discosea,Himatismenida,Himatismenida,Cochliopodiidae,Cochliopodium,Globisporangium yorkense,0.020738856,0.00882301,0,0.005323113,0.001592534,0,0,0,0.002186019
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Globisporangium,Globisporangium camurandrum,0.00138259,0.002941003,0.009587728,0.013688005,0.007962671,0,0,0,0.002732524
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Koliella longiseta,0.037329941,0,0,0,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Brachycaudus,Phytophthora cocois,0,0.014705017,0,0.006844002,0.001592534,0,0,0.003432651,0.009837087
Eukaryota,Mollusca,Bivalvia,Unionida,Unionidae,Unio,Mystacides longicornis,0,0,0,0.035740901,0,0,0,0,0
Eukaryota,Mollusca,Gastropoda,Acroloxidae,Acroloxidae,Acroloxus,Limnephilus lunatus,0,0.035292042,0,0,0,0,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Pythium grandisporangium,0,0.002941003,0,0.018250673,0.009555205,0,0.000669765,0,0.002186019
Eukaryota,Mollusca,Gastropoda,Ancylidae,Ancylidae,Ferrissia,Cochliopodium kieliense,0,0,0,0.014448449,0.014332808,0,0.001339531,0.003432651,0
Eukaryota,Mollusca,Gastropoda,Ancylidae,Ancylidae,Ferrissia,Dactylobiotus parthenogeneticus,0,0,0,0,0,0,0.033488272,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Globisporangium,Elongisporangium dimorphum,0,0,0,0.02585512,0.001592534,0,0,0,0.006011553
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Saprolegnia,Nothophytophthora lirii,0,0,0,0,0.014332808,0,0,0.006865303,0.012023106
Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Myzus,Globisporangium cryptoirregulare,0,0,0,0.014448449,0.001592534,0,0.002009296,0.006865303,0.007104563
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Lissotriton vulgaris,0,0.002941003,0,0,0,0,0,0,0.028964756
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Saprolegnia,Pythium plurisporium,0,0,0.019175455,0.006844002,0,0,0.000669765,0.003432651,0.00109301
Eukaryota,Annelida,Clitellata,Tubificida,Naididae,Nais,Physocypria kraepelini,0,0,0,0,0,0,0,0.030893862,0
Eukaryota,Mollusca,Bivalvia,Venerida,Sphaeriidae,Musculium,Amphichaeta raptisae,0,0,0,0,0,0,0,0.030893862,0
Eukaryota,Oomycota,Rhipidiales,Rhipidiales,Rhipidiaceae,Sapromyces,Periphyllus testudinaceus,0,0,0,0,0,0,0.030809211,0,0
Eukaryota,Discosea,Himatismenida,Himatismenida,Cochliopodiidae,Cochliopodium,Daphnia cucullata,0,0,0,0,0,0,0,0,0.03060427
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Saprolegnia,Rana temporaria,0,0,0,0,0,0,0,0,0.030057766
Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,Paraplaconeis kornevae,0,0,0,0,0,0,0,0,0.030057766
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Elongisporangium undulatum,0,0,0,0.022813341,0.004777603,0,0.000669765,0,0.001639514
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Achlya,Aphanomyces sinensis,0,0,0,0.020532007,0,0,0,0,0.009290582
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Aphanomyces,Nothophytophthora vietnamensis,0,0,0,0,0.012740274,0,0,0,0.01694165
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Newbya,Fistulifera pelliculosa,0,0,0,0,0,0,0.002679062,0,0.026778737
Eukaryota,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Globisporangium alternatum,0,0,0,0.021292452,0,0,0,0.003432651,0.004372039
Eukaryota,Annelida,Clitellata,Tubificida,Naididae,Chaetogaster,Chlorella vulgaris,0,0,0,0,0,0,0.028799914,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Rhynchosporium graminicola,0,0,0.028763183,0,0,0,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Globisporangium,Globisporangium okanoganense,0,0.00882301,0,0.016729784,0,0,0,0,0.002732524
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Saprolegnia,Lasius niger,0,0,0,0,0,0,0.00736742,0.020595908,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Achlya sparrowii,0,0,0,0.006083558,0.017517876,0,0.002679062,0,0.001639514
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Aphanomyces stellatus,0,0,0.009587728,0.009885781,0,0,0.002679062,0,0.005465048
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Achlya,Gyraulus circumstriatus,0,0,0,0.027376009,0,0,0,0,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Saprolegnia,Pythium pectinolyticum,0,0,0.019175455,0.005323113,0,0,0,0,0.002186019
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Chironomus usenicus,0,0,0,0,0,0,0,0.006865303,0.019674174
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Globisporangium erinaceum,0.00138259,0,0,0.001520889,0,0,0,0,0.023499708
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Globisporangium,Pinnularia subcommutata,0.026269218,0,0,0,0,0,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Hydra robusta,0,0,0.019175455,0.000760445,0,0,0.000669765,0,0.004918543
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Globisporangium monoclinum,0,0,0.009587728,0.006844002,0.003185068,0,0,0.003432651,0.002186019
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Achlya,Phytophthora sojae,0,0,0,0.025094675,0,0,0,0,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Aphanomyces,Eremocampe nitrariae,0,0,0,0.000760445,0.020702945,0,0,0.003432651,0
Eukaryota,Arthropoda,Insecta,Hemiptera,Cicadellidae,Neodartus,Globisporangium recalcitrans,0.002765181,0,0.019175455,0.002281334,0,0,0,0,0.000546505
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Dictyuchus monosporus,0,0,0,0.023573786,0,0,0.000669765,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Elongisporangium,Lype phaeopa,0,0,0,0,0,0,0,0.02402856,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Globisporangium,cochlearis AEG1,0,0,0,0,0.023888013,0,0,0,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Achlya,Pythium porphyrae,0,0,0.019175455,0.002281334,0.001592534,0,0.000669765,0,0
Eukaryota,Annelida,Clitellata,Tubificida,Naididae,Dero,Pythium conidiophorum,0,0,0.019175455,0.001520889,0,0,0.000669765,0,0.001639514
Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Megoura,Physella winnipegensis,0,0,0,0.017490228,0,0,0,0,0.005465048
Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Nearctaphis,Salilagenidium myophilum,0,0.00882301,0,0.009885781,0.003185068,0,0,0,0.000546505
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora cambivora,0,0,0,0.015969339,0.001592534,0,0,0,0.004372039
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Phytopythium nanjingense,0.011060723,0.002941003,0,0.003041779,0.001592534,0,0.001339531,0,0.00109301
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Synchaeta pectinata,0,0,0,0,0,0,0,0,0.020767183
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Elongisporangium,Korotnevella novazelandica,0,0,0,0,0,0,0,0.020595908,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Globisporangium,x alni,0,0,0,0.009885781,0,0,0,0,0.010383592
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Globisporangium,Globisporangium selbyi,0.004147771,0,0,0.006844002,0.007962671,0,0,0,0.00109301
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Halophytophthora,Chaetogaster limnaei,0,0,0,0,0,0,0,0,0.019674174
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Pythium kashmirense,0,0,0,0.003802224,0,0,0,0,0.01584864
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Lumbricus rubellus,0,0,0,0,0,0,0.019423198,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Globisporangium iwayamae,0.00138259,0,0,0.009125336,0.006370137,0,0,0,0.002186019
Eukaryota,Rotifera,Eurotatoria,Philodinida,Habrotrochidae,Habrotrocha,Acroloxus tetensi,0,0,0,0.011406671,0,0,0,0,0.007651068
Eukaryota,Annelida,Clitellata,Tubificida,Naididae,Stylaria,Lissotriton montandoni,0,0,0,0,0,0,0,0,0.018581164
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Globisporangium heterothallicum,0,0.00882301,0,0.002281334,0,0,0.004688358,0,0.002732524
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Polydesmus angustus,0,0,0,0,0.017517876,0,0,0,0
Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Brachycaudus,Cladotanytarsus mancus,0,0,0,0,0,0,0,0.017163257,0
Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Brachycaudus,Copromyxa flindersi,0,0,0,0,0.007962671,0,0.005358124,0.003432651,0
Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Dysaphis,Piscicola geometra,0,0,0,0.016729784,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Eumyzus,Aphanomyces euteiches,0,0,0,0.006083558,0,0,0,0.010297954,0
Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Wahlgreniella,Phytophthora penetrans,0,0.005882007,0.009587728,0.000760445,0,0,0,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,novae guineae,0,0.014705017,0,0.000760445,0,0,0,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Globisporangium attrantheridium,0,0,0.009587728,0.000760445,0.004777603,0,0,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Stephanocyclus meneghinianus,0,0,0,0,0.007962671,0,0,0.006865303,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Piscicola pojmanskae,0,0,0,0.014448449,0,0,0,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Stylodrilus brachystylus,0,0,0,0.014448449,0,0,0,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Salisapiliaceae,Salisapilia,Newbya spinosa,0,0,0,0.006083558,0.001592534,0,0.004018593,0,0.002732524
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Globisporangium,Phytophthora humicola,0,0,0,0.002281334,0.001592534,0,0,0.010297954,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Globisporangium,Pythium serotinoosporum,0,0,0,0.011406671,0.001592534,0,0,0,0.00109301
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Phytopythium,Globisporangium uncinulatum,0,0,0,0.010646226,0,0,0,0.003432651,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Pythium biforme,0,0,0,0.007604447,0.003185068,0,0,0,0.003279029
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Achlya,Globisporangium nagaii,0,0.002941003,0.009587728,0.001520889,0,0,0,0,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Protoachlya,Glyptotendipes paripes,0,0,0,0,0,0,0,0.013730606,0
Eukaryota,Annelida,Clitellata,Tubificida,Naididae,Limnodrilus,Harnischia curtilamellata,0,0,0,0,0,0,0,0.013730606,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Halictus tetrazonianellus,0,0,0,0,0,0,0,0.013730606,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Nanocladius,Stephanodiscus neoastraea,0,0,0,0,0,0,0,0.013730606,0
